,Name,Age,Club,League,Tier,Forwards,Midfielders,Center Backs,Att Mid / Wingers,Fullbacks,MF,FW,DF,FB,DM,AM,CB,CM,WM,left,right,Position,Detailed,Side,Per 90 Minutes_npxG+xAG,Standard_SoT/90,Standard_Dist,Expected_np:G-xG,Long_Cmp,Expected_xA,Expected_A-xAG,CrsPA,PrgP,SCA_SCA90,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Blocks_Pass,Blocks_Sh,Int,Clr,Touches_Att 3rd,Touches_Att Pen,Take-Ons_Succ,Carries_PrgDist,Carries_PrgC,Carries_CPA,Receiving_PrgR,Performance_Fld,Performance_PKwon,Performance_Recov,Aerial Duels_Won,PK_Accuracy,Goals/npxG,Shot_Accuracy,Goals/SoT,Expected:A-xAG,Long_pass_acc,Overall_pass_acc,Aerial_acc,Take-On-Eff,Set-Piece-Eff,PrgP%,Through-Ball%,Switches%,Long-Ball%,Skill_Passes,Attacking_Passes,Attacking_Carries,Tackle_acc,Challenges_acc,PrgC%,Avg-Carry-Prog-Dist,Avg-Pass-Prog-Dist,Defensive-actions,On-the-ball-vertical-position,Off-the-ball-vertical-position,Carries-Succes%
470,Chrislain Matsima,22,Augsburg,Bundesliga,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,DF,,,16.452533904354034,13.602284898250625,65.4056020371044,36.5005378271782,36.894944424524915,8.13911796342775,84.40301183219792,6.023664395840803,44.89064180709932,8.641089996414486,24.48906418070993,12.477590534241664,6.722839727500897,10.290426676228039,45.357142857142854,45.46432413051273,21.728217999282897,15.489422732162064,34.42093940480459,15.489422732162064,85.9806382215848,73.07142857142857,80.49480100394406,10.218716385801363,10.003585514521333,9.465758336321262,57.15310147006095,18.2502689135891,12.477590534241664,14.557188956615274,19.892857142857142,26.396848137535816,41.44854786661886,67.40767300107565,,9.545942080800858,93.12320916905445,20.689655172413794,93.96859386152748,49.34971098265896,88.04308797127469,91.87725631768953,57.07015630679753,10.679258990192517,48.8689407540395,6.840215439856373,10.269299820466786,35.727109515260324,1.3624955181068483,28.32556471853711,15.38185729652205,90.14388489208633,49.23968139029689,17.946877243359655,67.94687724335967,88.72531418312388,63.39189673718179,15.069967707212056,16.980448950036205,83.56066044508256
471,Christian Eriksen,32,Manchester United,Premier League,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,FW-MF,AM-CM-DM,,86.54532476802284,91.43163156015709,28.410331029465258,63.822158479741844,57.260666905700965,73.5747579777698,70.77805665112945,57.08139117963428,63.06920043026174,96.19935460738616,36.213696665471495,53.209035496593756,25.923269989243458,47.508067407672996,20.142857142857142,15.704553603442095,26.28182144137684,37.46862674793833,20.32986733596271,24.596629616349947,30.94299031911079,22.464285714285715,17.138759411975617,57.33237719612765,34.63607027608462,19.541054141269274,28.71997131588383,34.779490856937976,39.01039799211187,35.424883470778056,5.964285714285714,26.396848137535816,35.353173180351384,6.202940121907494,,94.27958526993207,20.988538681948423,76.83189655172413,87.47323340471092,43.713872832369944,53.53680430879712,24.548736462093864,58.851326790258085,93.67962223029423,83.23159784560144,90.30520646319569,78.42010771992818,76.30161579892281,84.0086052348512,68.59089279311581,43.81498745069918,59.42446043165468,17.523533671252718,37.97559224694903,25.305096913137113,53.572710951526034,12.477590534241664,59.27520631503409,74.43881245474294,59.44005743000717
472,Christian Gytkjær,34,Venezia,Serie A,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FW,,,73.09064953604569,88.93252409853623,57.184430702073485,8.210828253854428,10.147006095374685,56.400143420580854,31.911079239870922,22.66045177482969,4.123341699533883,20.903549659376118,35.20975259949803,88.13194693438508,50.59160989602008,33.88311222660452,1.4285714285714286,6.561491574040875,41.44854786661886,21.47723198278953,16.70849766941556,37.32520616708498,39.79921118680531,2.571428571428571,35.78343492291144,49.62352097525995,80.35138042309072,23.736106131229832,2.6891358910003587,13.732520616708499,53.49587665830047,69.45141627823593,22.25,26.396848137535816,5.593402653280745,77.94908569379706,49.80430528375734,93.45727565248481,0.9312320916905444,94.32471264367817,99.10778015703069,96.5679190751445,12.96229802513465,28.772563176895304,58.160668847691745,10.679258990192517,9.012567324955116,57.414721723518845,31.454219030520647,6.7504488330341115,2.1154535675869486,8.676945141627822,23.807816421656508,3.9568345323741005,30.412744388124548,30.725053840631727,1.2203876525484567,1.9030520646319569,17.389745428468988,91.17330462863293,85.80738595220855,5.7430007178750895
473,Christian Günter,31,Freiburg,Bundesliga,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,DF-MF,FB-WM,left,56.067094932191296,36.66547661549447,12.731902510003637,70.49121548942273,42.77518823951237,68.84187880960918,41.66367873789889,89.53029759770527,20.68841878809609,80.78164216565077,43.2771602724991,33.703836500537825,42.667622803872355,26.353531731803514,28.214285714285715,28.32556471853711,16.995338831122268,16.493366798135533,24.632484761563283,21.405521692362854,45.75116529221943,23.607142857142858,39.65579060595195,48.404446038006455,28.89924704195052,26.317676586590178,20.007171029042667,45.50017927572607,48.94227321620653,48.61957690928648,11.642857142857142,66.94126074498567,13.624955181068483,5.593402653280745,4.990215264187866,84.44762245262781,79.94269340974212,61.13505747126437,9.885795860099929,11.163294797687861,26.49910233393178,15.018050541516246,29.98909487459106,75.29967308390846,21.25673249551167,24.66786355475763,64.09335727109516,86.14003590664274,83.93689494442452,47.00609537468627,48.33273574757978,86.51079136690647,39.50036205648081,71.17731514716439,56.20961952620244,74.0754039497307,20.078881319469343,54.10836024398995,28.566256335988417,63.639626704953336
474,Christian Kabasele,33,Udinese,Serie A,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,DF,CB,,27.55174875089222,59.94287754373438,4.437977446344125,37.46862674793833,43.70742201505916,2.7967013266403726,59.017569021154536,12.979562567228397,9.394048045894586,5.485837217640731,18.537110075295804,18.28612405880244,17.569021154535676,25.85155969881678,27.46428571428571,41.59196844747221,14.27034779490857,5.665112943707422,25.743994263176766,8.676945141627822,83.29150233058445,63.17857142857143,83.50663320186446,1.3266403728935103,15.453567586948727,5.916098960200788,12.72857655073503,2.7967013266403726,7.637145930441018,2.904266762280387,15.285714285714286,26.396848137535816,12.549300824668341,75.7260666905701,,97.60457633178406,4.477077363896848,96.62356321839081,75.55317630264096,43.56936416184971,60.359066427289044,95.37906137184116,94.0385314431116,27.134035597529966,15.798922800718133,14.254937163375224,76.26570915619389,89.73070017953322,7.529580494801004,3.3703836500537827,1.6851918250268914,65.50359712230215,67.70456191165822,8.650394831299355,35.3194544149318,93.60861759425494,63.42775188239512,6.673842841765339,5.865314989138305,85.78607322325915
475,Christian Kouamé,26,Fiorentina,Serie A,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,FW-MF,,,83.29764453961455,78.65048197072474,19.789014186977084,19.720329867335963,11.366081032628182,47.579777698099676,31.588382932950875,49.62352097525995,10.899964144854787,81.60631050555754,58.013624955181065,56.22086769451416,78.55862316242381,33.524560774471134,12.25,12.871997131588383,20.043026174256006,47.508067407672996,6.453926138400861,23.55683040516314,23.341699533883112,14.571428571428571,18.178558623162424,55.037647902474006,72.85765507350305,47.40050197203299,8.92793115812119,36.53639297239154,62.244532090354966,68.55503764790247,68.92857142857143,86.92693409742121,10.648978128361419,82.03657224811761,79.99021526418787,60.27887021809081,36.49713467048711,67.81609195402298,63.38329764453962,71.49566473988439,16.481149012567325,66.31768953068593,19.374772809887315,31.311296767163093,44.91921005385996,63.80610412926392,42.010771992818675,13.034111310592458,25.564718537110075,19.254212979562567,40.946575833632124,38.273381294964025,19.152787834902245,60.12203876525485,15.470208183776023,9.658886894075405,10.792398709214773,87.62109795479009,83.34540188269371,9.691313711414214
476,Christian Mawissa,19,Monaco,Ligue 1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,DF,,,4.532476802284083,7.997143877186719,89.41433248453984,94.4424524919326,60.631050555754754,23.377554679096452,19.899605593402654,44.56794550017927,75.15238436715669,9.931875224094657,53.78271782000718,47.83076371459305,52.491932592327,88.9924704195052,93.21428571428572,89.96055934026532,81.24775905342416,90.35496593761205,88.9924704195052,86.84116170670492,93.83291502330584,98.21428571428571,88.27536751523843,46.719254212979564,44.0301183219792,91.35891000358552,88.66977411258516,79.16816063105055,58.013624955181065,28.32556471853711,79.07142857142857,26.396848137535816,84.940839010398,80.35138042309072,,41.848409009653196,23.603151862464184,66.63074712643679,53.81870092790864,12.138728323699421,78.70736086175943,43.39350180505415,55.36168665939658,10.679258990192517,16.445242369838418,6.840215439856373,24.631956912028723,30.053859964093355,35.281462889924704,54.141269272140555,80.38723556830405,69.64028776978417,49.8913830557567,36.755204594400574,59.04522613065326,69.76660682226212,90.35496593761205,19.303911015428778,38.30557566980449,76.20244077530509
477,Christian Neiva Afonso,29,AVS Futebol,Primeira Liga,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,DF-MF,FB,left,31.40613847251963,13.85219564441271,69.00691160421971,29.186088203657224,75.18823951237003,77.98494083901039,81.64216565077088,92.93653639297239,69.95338831122267,43.456435998565794,51.4521333811402,52.635353173180356,64.93366798135533,70.13266403728935,80.21428571428572,84.58228755826461,69.48727142344926,62.56722839727501,84.86912871997131,62.746504123341694,83.4349229114378,81.42857142857143,85.2276801721047,69.37970598780925,37.39691645751165,50.91430620294012,51.66726425242022,47.75905342416637,30.87128002868412,58.08533524560775,61.78571428571429,26.396848137535816,75.4392255288634,69.34385084259591,,22.16660707901323,95.27220630372493,32.61494252873563,38.11563169164882,4.804913294797688,25.170556552962296,74.04332129963899,56.19774627408215,69.92371957864148,30.592459605026928,47.07360861759425,27.755834829443447,90.12567324955117,84.08031552527788,77.80566511294371,37.934743635711726,37.15827338129497,87.18320057929037,37.724335965542,31.37114142139268,89.80251346499102,82.10828253854429,26.659490491567993,20.70963070238957,70.06460875807609
478,Christian Nørgaard,30,Brentford,Premier League,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,MF,CM,,46.466809421841546,48.91110317743663,13.677700982175336,21.87163858013625,40.05019720329867,36.67981355324489,70.49121548942273,35.89100035855145,59.842237361061315,43.34887056292578,28.002868411617065,43.09788454643241,39.72750089637863,52.70706346360703,53.78571428571428,65.6507708856221,78.6303334528505,47.90247400501972,68.1964861957691,63.57117246324847,57.90605951954105,61.035714285714285,51.66726425242022,24.058802438149872,38.615991394765146,18.537110075295804,16.636787378988885,8.210828253854428,24.668339906776623,19.433488705629255,20.96428571428571,58.16618911174785,63.64288275367515,46.39655790605952,,54.55845548802289,23.030085959885387,52.01149425287356,61.70592433975731,61.199421965317924,62.58527827648115,54.25992779783394,74.77280988731371,65.52851434798401,77.88150807899461,62.54937163375225,48.00718132854578,35.33213644524237,17.999282897095732,51.48798852635353,18.321979204015776,19.06474820143885,49.27588703837799,14.142139267767408,17.516152189519023,64.81149012567326,61.67084976694156,29.60172228202368,43.88124547429399,68.70064608758076
479,Christian Pulisic,25,Milan,Serie A,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,FW-MF,AM,,93.25481798715204,91.00321313816494,14.077846489632595,61.92183578343492,10.864108999641449,60.846181427034786,85.08425959125134,62.67479383291502,21.97920401577626,90.06812477590535,79.02474005019721,63.32018644675511,73.71817855862317,66.90570096808892,26.285714285714285,20.043026174256006,20.68841878809609,56.90211545356759,20.222301900322694,34.779490856937976,16.098960200788813,19.0,10.218716385801363,63.32018644675511,74.68626747938329,76.37145930441018,56.471853711007526,79.09645034062387,85.47866618859807,71.28002868411617,59.392857142857146,88.75358166189112,10.147006095374685,20.007171029042667,79.99021526418787,67.96567751161959,26.002865329512893,77.69396551724138,93.86152748037117,23.771676300578033,41.36445242369838,12.129963898916968,24.173027989821882,82.85506719941881,54.47037701974865,69.94614003590665,11.095152603231599,12.854578096947936,53.424166367873795,26.89135891000359,80.02868411617067,67.62589928057554,45.14844315713251,94.07753050969131,93.2878679109835,11.8491921005386,11.58121190390821,83.78184427700036,75.16292541636496,27.961234745154346
480,Christian Rasmussen,21,Ajax,Eerste Divisie,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FW,,,99.92862241256245,59.65726526240628,98.83594034194253,4.94801003944066,46.93438508425959,95.15955539619935,0.35855145213338113,97.02402294729293,95.41054141269272,99.85657941914666,7.708856220867695,99.35460738615991,6.722839727500897,10.290426676228039,24.21428571428571,1.1652922194334887,95.15955539619935,97.2750089637863,78.34349229114378,98.56579419146647,3.60344209394048,11.392857142857144,0.7888131946934385,98.56579419146647,99.7131588382933,97.66941556113302,93.90462531373252,97.66941556113302,86.48261025457154,98.85263535317318,50.0,26.396848137535816,89.78128361419864,94.15561133022588,4.990215264187866,7.079013228459063,97.63610315186246,29.022988505747126,0.03568879371877231,1.083815028901734,9.802513464991023,99.65703971119133,16.939294801890224,99.74573192880494,89.5870736086176,6.840215439856373,3.429084380610413,32.459605026929985,44.0301183219792,97.05987809250628,90.42667622803873,2.877697841726619,99.6741491672701,87.79612347451543,54.66618808327352,23.590664272890486,82.57439942631768,99.89235737351991,98.49746560463433,33.99138549892319
481,Christoph Baumgartner,24,RB Leipzig,Bundesliga,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,FW-MF,AM,,83.04782298358316,85.36237058193502,22.844670789377954,39.65579060595195,20.72427393330943,55.18106848332736,18.823951237002507,47.328791681606305,35.245607744711364,87.27142344926497,73.53890283255647,66.36787378988885,86.01649336679813,75.7260666905701,48.35714285714286,29.97490139835066,48.117604876299744,59.41197561850126,30.36930799569738,72.89351021871639,42.05808533524561,30.75,26.640372893510218,51.05772678379348,70.63463607027607,65.04123341699534,33.23771961276443,56.65112943707422,72.57081391179634,54.7508067407673,72.82142857142857,97.42120343839542,31.373252061670847,65.07708856220867,,44.29746156596353,43.48137535816619,49.67672413793103,19.878658101356177,41.11271676300578,18.384201077199283,45.84837545126354,36.49581970192657,51.616418452597166,79.64093357271095,75.29622980251347,56.193895870736085,31.05924596050269,37.46862674793833,34.63607027608462,65.47149515955539,65.14388489208633,12.20130340333092,73.72577171572146,66.29576453697057,25.421903052064632,30.08246683399068,69.53713670613563,67.95800144822593,21.39267767408471
482,Christophe Hérelle,31,BB Bodrumspor,Süper Lig,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,DF,CB,,12.169878658101355,8.711174580506961,10.149145143688614,23.843671566869844,82.28755826461096,6.202940121907494,40.265328074578704,22.30190032269631,49.0139835066332,8.53352456077447,21.835783434922913,18.823951237002507,6.722839727500897,60.20078881319469,34.964285714285715,67.19254212979563,32.090354965937614,12.15489422732162,47.72319827895303,15.883829329508783,83.68590892793117,70.03571428571429,86.51846539978487,4.732879168160631,11.40193617784152,7.780566511294371,53.280745787020436,8.53352456077447,21.799928289709573,7.386159913947651,31.357142857142854,26.396848137535816,49.58766583004661,70.70634636070277,,36.110117983553806,88.00143266475645,81.57327586206897,51.641684511063524,88.1864161849711,93.24955116696589,87.94223826714801,55.034532897128315,23.247366509262623,34.64991023339318,18.06104129263914,62.40574506283663,89.29982046678634,11.97561850125493,21.97920401577626,7.457870204374329,23.381294964028775,91.63649529326575,8.614501076812635,52.835606604450824,92.42369838420107,74.97310864109,5.705059203444564,8.146270818247647,94.58004307250538
483,Christopher Lenz,28,Hoffenheim,Bundesliga,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,DF-MF,FB,left,41.93433261955746,11.424491253123884,51.65514732630048,26.640372893510218,49.30082466833991,57.188956615274286,44.53209035496594,74.25600573682324,31.40910720688419,83.21979204015776,39.512370025098605,22.62459662961635,31.086410899964147,36.85908927931158,56.67857142857143,71.53101470060955,53.173180351380424,48.83470778056651,64.57511652922194,53.78271782000718,54.85837217640731,55.714285714285715,55.43205449982073,37.14593044101829,13.732520616708499,34.31337396916457,19.39763356041592,38.14987450699176,34.81534600215131,38.40086052348512,16.107142857142858,26.396848137535816,43.16959483685909,43.09788454643241,,10.97604576331784,85.20773638968481,9.482758620689655,16.059957173447536,19.40028901734104,27.755834829443447,54.801444043321304,81.2068338785896,67.23574282600799,30.628366247755835,27.755834829443447,37.98922800718133,83.30341113105925,64.75439225528862,38.18572965220509,34.74363571172463,27.661870503597125,63.79435191889935,57.645369705671214,44.18521177315147,78.20466786355476,55.18106848332736,33.47685683530678,26.683562635771178,62.670495333811914
484,Christopher Lungoyi,24,Gaziantep Büyükşehir Belediyespor,Süper Lig,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FW,,,38.11563169164882,76.00856836843984,93.01564205165515,1.1473646468268197,37.82717820007171,62.71064897812836,99.13947651487989,6.023664395840803,92.72140552169236,22.875582646109716,97.02402294729293,98.9602007888132,99.60559340265328,98.74506991753317,33.035714285714285,71.0290426676228,95.26712083183936,98.56579419146647,90.24740050197202,95.33883112226604,3.60344209394048,14.892857142857144,0.7888131946934385,96.73718178558623,98.52993904625313,98.60164933667981,97.49013983506633,97.49013983506633,98.7809250627465,97.84869128719971,91.32142857142857,98.63896848137536,96.09178917174614,89.10003585514521,,69.25277082588488,28.832378223495702,36.673850574712645,95.96716630977873,15.155346820809248,2.4775583482944343,36.64259927797834,3.4169392948018897,10.679258990192517,96.80430879712748,6.840215439856373,3.429084380610413,11.526032315978457,32.62818214413768,85.15596988167802,98.4940839010398,1.7266187050359711,58.43591600289645,86.32447954055993,97.81048097631012,18.63554757630162,84.1878809609179,91.31682813060638,95.87255611875453,6.317300789662599
485,Christopher Mamengi,23,Almere City,Eredivisie,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,DF,CB,,2.426837972876517,0.9103891467333095,94.3252091669698,55.611330225887414,21.97920401577626,10.218716385801363,56.0774471136608,6.023664395840803,5.0914306202940125,9.89602007888132,7.708856220867695,4.517748296880603,6.722839727500897,10.290426676228039,15.714285714285714,72.85765507350305,7.780566511294371,2.6712083183936897,42.27321620652564,14.05521692362854,88.2395123700251,60.89285714285714,78.0925062746504,14.951595553961994,22.875582646109716,1.254930082466834,8.246683399067766,6.740767300107565,3.60344209394048,7.780566511294371,16.75,26.396848137535816,10.935819290068125,32.48476156328433,,42.68859492313193,99.2836676217765,99.42528735632183,62.27694503925767,30.27456647398844,65.8527827648115,14.440433212996389,0.5816066884769174,10.679258990192517,4.201077199281867,6.840215439856373,3.429084380610413,46.24775583482945,0.7171029042667623,1.541771244173539,3.80064539261384,12.482014388489208,41.708906589427954,19.705671213208902,24.910265613783203,66.21184919210053,67.90964503406238,19.232149264442054,0.9413468501086171,58.3632447954056
486,Christopher Nkunku,26,Chelsea,Premier League,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,FW-MF,AM,,98.42969307637401,93.5380221349518,22.626409603492178,75.97705270706346,21.51308712800287,83.86518465399784,78.88131946934385,45.141627823592685,33.2018644675511,95.51810684833274,82.93295087845107,78.95302975977053,84.43886697741125,56.7228397275009,9.928571428571429,10.111150950161347,13.48153460021513,34.95876658300466,11.22266045177483,30.08246683399068,26.461097167443526,23.17857142857143,12.083183936894946,64.28827536751524,74.25600573682324,71.24417353890283,30.36930799569738,62.67479383291502,77.01685191825027,70.49121548942273,65.60714285714285,95.70200573065902,10.003585514521333,29.652205091430623,40.99804305283757,61.279942795852705,30.515759312320917,81.68103448275862,8.779443254817988,32.91184971098266,48.1508078994614,48.30324909747292,70.37440930570702,97.74791136941519,73.85996409335726,91.99281867145423,37.666068222621185,37.0197486535009,64.61097167443528,45.39261384008606,63.96557906059519,58.63309352517986,16.835626357711803,79.28930366116296,55.778894472361806,30.879712746858168,9.752599498027967,83.92536777897381,83.1643736422882,27.422828427853553
487,Christopher Operi,27,Le Havre,Ligue 1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,DF-MF,FB,left,32.33404710920771,25.490896108532667,34.73990542015278,71.17246324847616,61.384008605234854,58.62316242380782,18.106848332735748,87.16385801362495,49.26496952312657,34.74363571172463,50.053782717820006,45.2491932592327,46.719254212979564,21.369666547149517,75.10714285714286,73.64646826819649,33.4887056292578,42.739333094299035,59.842237361061315,61.74256005736824,50.30476873431338,76.17857142857143,65.7583363212621,57.188956615274286,19.541054141269274,55.25277877375403,47.93832915023306,50.95016134815346,37.934743635711726,55.75475080674077,51.857142857142854,57.09169054441261,55.718895661527434,54.28468985299391,,62.92456203074723,55.873925501432666,33.512931034482754,25.731620271234835,17.846820809248555,41.32854578096948,77.6173285198556,54.271174118502366,67.45368688703233,25.02692998204668,23.41113105924596,46.175942549371634,75.11669658886893,90.3908210828254,60.631050555754754,53.424166367873795,93.45323741007195,88.08834178131788,44.36468054558507,33.704235463029434,76.91202872531419,61.02545715310147,31.89809831359885,15.640839971035481,65.86503948312993
488,Christopher Trimmel,37,Union Berlin,Bundesliga,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,DF-FW-MF,AM-FB-WM,right,50.46395431834404,45.805069617993574,17.20625682066206,53.02975977052707,59.94980279670132,75.61850125493008,68.0172104697024,86.48261025457154,27.895302975977053,74.90139835066331,24.77590534241664,12.405880243814988,26.42524202223019,27.787737540337037,41.75,50.69917533166009,42.45249193259233,20.32986733596271,53.81857296522051,24.919325923269987,41.30512728576551,60.392857142857146,64.86195769092865,43.09788454643241,11.509501613481534,21.764073144496233,17.89171746145572,35.78343492291144,31.122266045177483,32.62818214413768,4.678571428571429,66.40401146131805,30.54858372176407,42.34492649695231,4.990215264187866,97.92634966035038,4.835243553008596,81.07040229885058,27.301927194860813,6.9364161849710975,14.434470377019748,84.47653429602889,76.59033078880407,79.40428623320015,25.170556552962296,34.614003590664275,26.786355475763017,98.42010771992818,89.17174614557189,52.635353173180356,30.36930799569738,39.49640287769784,72.80955829109341,64.50107681263461,66.15218951902368,82.76481149012568,50.089637863033346,40.3659849300323,27.299058653149892,70.74659009332376
489,Christopher Wooh,22,Rennes,Ligue 1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,DF,CB,,22.019985724482513,9.925026776151375,57.47544561658785,13.194693438508425,78.77375403370384,10.82825385442811,31.086410899964147,6.023664395840803,57.11724632484761,4.876299749013984,26.42524202223019,52.2050914306203,50.66332018644676,48.94227321620653,64.03571428571428,73.61061312298315,58.40803155252778,16.20652563642883,66.86984582287559,52.635353173180356,86.98458228755827,77.42857142857143,84.90498386518466,7.063463607027609,28.397275008963785,17.676586590175692,81.53460021513087,18.39368949444245,19.827895302975975,3.7289351021871644,45.785714285714285,87.2134670487106,39.83506633201864,77.69809967730369,,17.912048623525205,89.32664756446992,65.66091954022988,63.34760885082085,84.28468208092485,95.94254937163376,94.83754512635379,49.400218102508184,59.9346167816927,26.140035906642726,22.15439856373429,34.8294434470377,65.06283662477558,8.820365722481176,38.759411975618505,6.597346719254213,38.1294964028777,93.37436640115858,9.727207465900934,82.12491026561378,93.3213644524237,75.61850125493008,13.527090060997487,16.03910209992759,88.94472361809045
490,Chuba Akpom,28,Ajax,Eredivisie,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,FW-MF,,,75.19628836545324,85.07675830060693,58.20298290287377,95.1954105414127,19.720329867335963,48.7271423449265,86.91287199713159,6.023664395840803,35.424883470778056,17.353890283255645,74.39942631767659,91.35891000358552,87.34313373969165,37.50448189315167,16.857142857142858,7.995697382574399,55.89817138759412,33.95482251703119,9.716744352814628,46.21728217999283,37.002509860164935,7.928571428571428,31.480817497310866,58.87414844030119,85.5145213338114,69.02115453567586,38.25743994263176,67.98135532448907,68.55503764790247,74.68626747938329,88.57142857142857,26.396848137535816,16.34994621728218,89.53029759770527,24.853228962818,71.29066857347158,1.002865329512894,77.04741379310344,66.66666666666666,95.1228323699422,21.65170556552962,28.411552346570396,40.82151944747365,10.679258990192517,92.10053859964094,92.96229802513464,64.99102333931778,18.240574506283664,27.070634636070277,34.671925421297956,66.5112943707422,27.733812949640285,40.47791455467053,82.3402727925341,66.11629576453697,16.732495511669658,19.18250268913589,90.81449587369931,88.34178131788559,12.455132806891601
491,Ché Nunnely,25,Heerenveen,Eredivisie,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,FW-MF,,,71.23483226266953,57.44377008211353,30.8475809385231,57.61921835783434,8.641089996414486,51.09358192900682,64.75439225528862,73.61061312298315,7.959842237361062,66.08103262818214,81.06848332735748,55.46790964503406,67.44352814628898,52.384367156686984,12.178571428571429,20.939404804589458,27.7518823951237,33.524560774471134,21.692362854069557,52.671208318393695,16.7443528146289,17.96428571428571,2.904266762280387,60.4876299749014,67.69451416278235,77.55467909645034,44.352814628899246,78.05665112943707,81.96486195769093,72.64252420222303,47.035714285714285,73.81805157593124,26.532807457870206,12.871997131588383,,53.73614587057561,40.04297994269341,72.98850574712644,96.0028551034975,14.667630057803468,23.84201077199282,3.9350180505415158,40.67611777535441,72.75699237195786,20.143626570915618,57.59425493716338,16.552962298025133,14.793536804308797,58.910003585514524,22.7680172104697,74.25600573682324,23.093525179856115,18.645908761766837,96.01579325197416,89.77027997128499,9.910233393177737,13.015417712441735,81.88015787585216,61.98406951484432,18.664752333094043
492,Cihan Çanak,19,Trabzonspor,Süper Lig,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,MF,,,73.26909350463954,21.920742591931454,90.06911604219717,7.493725349587665,64.18070993187523,92.93653639297239,88.77733954822517,96.09178917174614,72.35568304051631,74.72212262459664,87.91681606310505,92.79311581211904,95.30297597705271,89.70957332377196,89.96428571428572,81.96486195769093,91.35891000358552,90.64180709931875,44.926496952312654,93.43850842595913,51.774829688060244,41.60714285714286,58.910003585514524,90.53424166367874,77.51882395123701,93.65363929723915,88.63391896737181,93.2233775546791,87.80925062746505,91.89673718178558,92.5,26.396848137535816,86.23162423807817,61.77841520258157,,4.576331784054344,97.49283667621776,13.433908045977011,19.771591720199858,9.104046242774565,16.732495511669658,22.563176895306857,37.150127226463106,82.45550308754086,48.54578096947935,65.49371633752244,73.17773788150808,68.58168761220826,95.51810684833274,86.15991394765149,91.25134456794551,35.21582733812949,11.549601737871109,84.17085427135679,85.82196697774587,38.563734290843804,79.95697382574399,65.23143164693218,63.79435191889935,15.147164393395549
493,Ciro Immobile,34,Beşiktaş,Süper Lig,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FW,,,95.3604568165596,94.93038200642627,4.692615496544198,88.9924704195052,13.373969164575117,49.30082466833991,72.57081391179634,20.043026174256006,12.907852276801721,81.85729652205092,70.4553603442094,84.2954463965579,72.46324847615632,21.08282538544281,2.035714285714286,5.1631409107206885,3.0118321979204015,19.325923269989243,3.4779490856937967,6.346360702760847,15.883829329508783,2.4285714285714284,7.02760846181427,59.37612047328792,84.54643241305128,37.32520616708498,17.46145571889566,52.88633918967371,79.20401577626389,71.06489781283615,36.964285714285715,97.63610315186246,4.840444603800646,18.85980638221585,44.031311154598825,88.77368609224169,47.56446991404012,95.36637931034483,11.45610278372591,89.23410404624278,24.38061041292639,15.631768953068592,24.318429661941114,10.679258990192517,44.021543985637344,76.84021543985638,62.72890484739677,11.166965888689408,17.031193976335604,15.955539619935461,59.591251344567944,43.776978417266186,3.113685734974656,79.57645369705672,44.04163675520459,6.175942549371634,1.5059160989602007,97.48833871546466,88.66763215061549,21.53625269203159
